sim	reg_pct
1	12.00
2	11.78
3	9.56
4	10.22
5	10.00
6	12.67
7	12.67
8	11.11
9	10.00
10	11.33
11	10.67
12	9.11
13	10.89
14	12.00
15	10.67
16	9.11
17	12.22
18	11.56
19	9.33
20	11.78
21	12.67
22	12.00
23	10.22
24	7.78
25	8.44
26	8.89
27	8.67
28	10.89
29	11.78
30	10.00
31	11.33
32	9.33
33	10.44
34	12.22
35	10.89
36	11.56
37	9.56
38	12.67
39	9.33
40	9.56
41	9.11
42	11.33
43	9.78
44	10.89
45	8.89
46	10.44
47	9.56
48	10.44
49	10.44
50	12.22
51	8.67
52	11.11
53	12.67
54	9.78
55	7.11
56	9.56
57	11.11
58	12.44
59	10.44
60	10.67
61	11.56
62	7.33
63	12.44
64	11.33
65	11.33
66	11.11
67	12.44
68	8.67
69	9.56
70	9.78
71	9.33
72	9.78
73	11.56
74	11.11
75	12.00
76	11.11
77	9.11
78	10.67
79	9.56
80	13.78
81	12.00
82	10.00
83	11.11
84	8.89
85	8.89
86	9.78
87	10.67
88	9.78
89	13.11
90	11.11
91	8.67
92	12.67
93	10.67
94	12.00
95	9.56
96	12.00
97	11.11
98	11.33
99	11.56
100	9.11
101	9.78
102	9.78
103	11.11
104	11.11
105	13.11
106	9.33
107	11.33
108	12.89
109	9.33
110	8.67
111	8.67
112	10.89
113	12.00
114	9.78
115	11.78
116	11.11
117	13.33
118	8.67
119	11.11
120	12.89
121	9.33
122	10.00
123	12.22
124	10.67
125	11.33
126	10.22
127	9.33
128	7.33
129	11.11
130	10.67
131	9.11
132	11.56
133	9.33
134	11.33
135	9.56
136	12.89
137	13.11
138	8.44
139	10.67
140	9.11
141	9.78
142	12.67
143	11.56
144	11.33
145	10.89
146	9.11
147	8.67
148	11.56
149	9.33
150	11.56
151	8.22
152	12.22
153	8.22
154	10.89
155	8.89
156	9.33
157	9.11
158	12.22
159	10.44
160	13.11
161	11.56
162	10.44
163	7.33
164	8.67
165	11.78
166	10.67
167	7.33
168	10.67
169	10.00
170	10.00
171	10.89
172	9.56
173	10.67
174	7.33
175	9.56
176	11.78
177	9.11
178	12.22
179	10.67
180	12.89
181	9.78
182	11.56
183	9.33
184	11.33
185	8.89
186	11.78
187	10.00
188	10.22
189	11.78
190	6.89
191	8.22
192	11.11
193	8.67
194	9.56
195	11.11
196	13.33
197	12.00
198	10.00
199	11.78
200	10.22
201	10.89
202	12.00
203	12.44
204	11.56
205	11.33
206	10.22
207	11.11
208	8.67
209	9.33
210	9.56
211	11.11
212	12.44
213	11.11
214	10.22
215	11.56
216	9.11
217	7.11
218	10.00
219	10.44
220	10.22
221	10.44
222	10.67
223	9.56
224	11.11
225	12.44
226	13.56
227	9.78
228	13.11
229	8.89
230	10.00
231	9.56
232	9.11
233	12.00
234	11.11
235	12.44
236	12.44
237	9.33
238	9.78
239	11.33
240	11.56
241	11.78
242	11.33
243	10.44
244	10.22
245	7.11
246	12.22
247	9.11
248	8.00
249	11.33
250	10.67
251	9.78
252	11.56
253	11.11
254	10.22
255	8.44
256	10.89
257	10.44
258	11.11
259	10.67
260	9.78
261	11.56
262	11.56
263	9.33
264	9.11
265	11.33
266	9.56
267	12.22
268	10.67
269	11.78
270	7.11
271	11.33
272	12.67
273	12.44
274	11.56
275	9.33
276	12.44
277	10.44
278	10.22
279	8.22
280	7.33
281	10.00
282	11.78
283	12.44
284	9.56
285	11.11
286	9.56
287	11.33
288	11.78
289	12.67
290	7.11
291	14.00
292	9.56
293	13.56
294	9.56
295	10.00
296	8.44
297	9.56
298	9.56
299	13.11
300	12.44
301	9.33
302	11.78
303	11.11
304	9.33
305	11.33
306	10.67
307	9.56
308	8.67
309	8.89
310	9.11
311	8.67
312	11.33
313	10.00
314	10.22
315	11.78
316	12.00
317	11.11
318	8.44
319	8.89
320	10.22
321	10.00
322	10.67
323	9.78
324	11.11
325	9.56
326	9.33
327	14.00
328	6.67
329	11.33
330	11.78
331	10.44
332	9.56
333	10.89
334	12.67
335	12.22
336	9.56
337	10.00
338	10.67
339	11.56
340	11.11
341	8.89
342	10.89
343	10.00
344	13.56
345	12.00
346	10.67
347	11.78
348	13.33
349	11.56
350	10.22
351	11.56
352	10.67
353	10.89
354	9.56
355	9.78
356	8.89
357	12.22
358	11.78
359	10.89
360	8.89
361	12.67
362	10.67
363	9.11
364	8.44
365	11.33
366	12.67
367	8.89
368	10.44
369	11.33
370	9.33
371	11.78
372	12.67
373	9.33
374	8.44
375	10.67
376	8.22
377	8.22
378	5.78
379	11.78
380	10.22
381	8.00
382	9.33
383	9.33
384	8.00
385	7.33
386	13.56
387	10.00
388	11.11
389	11.56
390	11.11
391	8.44
392	12.22
393	7.78
394	10.44
395	12.00
396	6.89
397	8.44
398	8.67
399	10.22
400	8.00
401	11.56
402	11.78
403	12.67
404	11.11
405	9.11
406	8.67
407	8.67
408	10.22
409	12.00
410	10.89
411	8.00
412	10.44
413	9.33
414	12.67
415	9.56
416	10.89
417	8.44
418	10.44
419	11.33
420	9.78
421	7.33
422	10.67
423	9.56
424	10.89
425	11.33
426	8.67
427	9.78
428	12.00
429	10.44
430	11.56
431	8.89
432	12.44
433	9.56
434	11.56
435	10.00
436	10.67
437	9.78
438	11.78
439	8.00
440	9.33
441	13.56
442	9.33
443	9.33
444	10.22
445	11.11
446	10.89
447	12.44
448	8.67
449	8.00
450	7.78
451	9.56
452	10.00
453	10.89
454	10.89
455	9.11
456	9.33
457	11.56
458	10.67
459	9.33
460	10.44
461	12.00
462	8.67
463	7.56
464	9.33
465	9.78
466	8.22
467	10.44
468	9.56
469	11.78
470	9.11
471	8.89
472	9.56
473	14.22
474	10.44
475	8.89
476	10.44
477	10.22
478	10.89
479	8.22
480	10.44
481	12.67
482	12.44
483	10.22
484	8.89
485	12.44
486	11.11
487	12.00
488	10.00
489	10.67
490	12.00
491	9.56
492	12.89
493	9.56
494	10.00
495	9.11
496	11.11
497	13.33
498	10.22
499	8.67
500	12.00
501	10.44
502	11.56
503	7.78
504	11.33
505	10.44
506	8.22
507	9.33
508	10.00
509	8.67
510	10.44
511	8.22
512	11.78
513	7.78
514	10.00
515	11.56
516	8.00
517	10.00
518	7.78
519	12.22
520	8.67
521	8.67
522	8.67
523	9.11
524	8.89
525	12.00
526	11.33
527	8.67
528	12.00
529	9.11
530	9.11
531	9.33
532	10.00
533	10.44
534	11.56
535	10.89
536	9.11
537	9.11
538	9.78
539	11.78
540	10.22
541	10.89
542	10.00
543	12.67
544	12.22
545	9.78
546	12.22
547	10.44
548	10.67
549	15.56
550	8.89
551	10.89
552	10.89
553	12.22
554	13.56
555	10.67
556	11.78
557	9.78
558	10.22
559	9.78
560	9.33
561	12.00
562	10.44
563	7.78
564	6.44
565	10.89
566	13.33
567	9.56
568	11.33
569	10.89
570	10.67
571	10.67
572	10.22
573	10.44
574	12.00
575	10.67
576	10.00
577	9.78
578	10.89
579	9.56
580	8.44
581	11.78
582	9.33
583	8.44
584	11.33
585	11.56
586	9.78
587	8.89
588	10.67
589	9.33
590	13.33
591	10.67
592	9.33
593	12.22
594	11.78
595	13.33
596	12.00
597	10.67
598	10.00
599	10.89
600	7.78
601	10.22
602	11.78
603	8.67
604	11.56
605	10.67
606	11.11
607	8.22
608	9.56
609	10.00
610	9.78
611	12.00
612	10.44
613	8.67
614	11.56
615	11.78
616	11.56
617	10.00
618	8.22
619	11.11
620	12.89
621	8.67
622	13.56
623	8.67
624	9.11
625	8.89
626	11.56
627	8.44
628	11.56
629	11.11
630	10.00
631	11.33
632	9.11
633	10.22
634	11.56
635	10.22
636	8.67
637	10.44
638	10.89
639	12.67
640	10.67
641	12.89
642	9.11
643	11.11
644	10.44
645	11.56
646	10.89
647	8.89
648	11.33
649	9.78
650	11.11
651	10.00
652	12.00
653	7.11
654	10.22
655	7.33
656	10.00
657	10.67
658	13.33
659	10.89
660	11.56
661	12.44
662	11.33
663	10.44
664	9.56
665	9.11
666	8.67
667	10.67
668	8.89
669	10.67
670	10.22
671	10.00
672	10.67
673	14.00
674	9.33
675	9.56
676	13.56
677	8.00
678	11.11
679	10.89
680	9.56
681	9.33
682	12.67
683	14.00
684	7.78
685	9.11
686	9.11
687	12.22
688	10.89
689	9.33
690	10.89
691	9.33
692	10.00
693	10.22
694	10.22
695	10.44
696	13.33
697	10.44
698	8.00
699	11.78
700	10.67
701	9.78
702	11.56
703	11.33
704	11.78
705	14.44
706	12.22
707	12.44
708	9.11
709	13.11
710	9.78
711	8.89
712	8.22
713	8.22
714	10.44
715	10.44
716	12.00
717	8.89
718	8.67
719	9.78
720	13.78
721	8.22
722	10.22
723	10.00
724	10.89
725	9.11
726	11.78
727	12.89
728	11.11
729	9.56
730	6.67
731	10.44
732	11.33
733	10.44
734	8.67
735	8.67
736	12.22
737	11.56
738	9.56
739	7.78
740	8.89
741	11.78
742	11.33
743	8.22
744	9.33
745	12.00
746	8.44
747	12.67
748	9.33
749	10.89
750	14.44
751	9.78
752	8.89
753	10.89
754	12.89
755	11.33
756	11.56
757	10.00
758	8.89
759	9.56
760	8.22
761	9.11
762	10.00
763	7.78
764	10.67
765	10.89
766	12.89
767	8.44
768	10.44
769	9.11
770	10.67
771	10.22
772	9.56
773	9.78
774	12.22
775	10.89
776	9.78
777	12.22
778	10.44
779	9.78
780	8.89
781	8.89
782	11.78
783	9.11
784	10.44
785	7.78
786	9.56
787	12.44
788	10.00
789	9.56
790	10.67
791	10.22
792	10.00
793	11.11
794	6.89
795	14.22
796	8.89
797	10.22
798	12.67
799	9.33
800	8.89
801	7.56
802	10.00
803	12.22
804	9.33
805	10.67
806	10.00
807	11.33
808	11.33
809	7.78
810	11.33
811	9.33
812	11.56
813	9.78
814	12.22
815	11.33
816	8.67
817	10.89
818	10.89
819	10.44
820	9.33
821	12.44
822	11.56
823	8.00
824	11.78
825	8.22
826	9.78
827	13.56
828	10.89
829	11.78
830	9.11
831	10.89
832	10.67
833	10.00
834	8.89
835	13.11
836	11.33
837	11.11
838	14.00
839	9.78
840	10.00
841	9.78
842	12.22
843	10.89
844	10.44
845	9.33
846	12.44
847	9.11
848	9.11
849	8.44
850	10.89
851	9.33
852	10.67
853	10.44
854	5.56
855	8.44
856	8.67
857	10.67
858	10.67
859	11.11
860	12.89
861	10.22
862	12.22
863	10.00
864	7.78
865	12.44
866	10.00
867	11.11
868	9.56
869	9.11
870	9.33
871	10.22
872	9.78
873	9.78
874	10.44
875	6.67
876	10.89
877	12.67
878	10.00
879	10.00
880	9.56
881	12.44
882	6.44
883	9.56
884	10.44
885	10.44
886	10.00
887	8.89
888	9.56
889	8.89
890	8.44
891	12.00
892	11.11
893	10.67
894	7.33
895	9.11
896	9.11
897	9.33
898	11.78
899	12.67
900	7.56
901	10.44
902	10.44
903	10.89
904	10.22
905	9.56
906	8.67
907	10.22
908	9.33
909	9.78
910	10.67
911	8.89
912	11.56
913	9.56
914	11.11
915	10.89
916	11.33
917	12.44
918	11.33
919	7.78
920	10.22
921	9.78
922	11.33
923	10.00
924	11.11
925	9.78
926	11.33
927	8.44
928	10.67
929	11.33
930	12.22
931	11.78
932	7.56
933	10.22
934	8.00
935	11.11
936	10.89
937	10.89
938	11.11
939	7.33
940	11.78
941	14.00
942	13.33
943	10.44
944	9.11
945	10.00
946	12.22
947	11.78
948	14.00
949	9.56
950	11.56
951	10.00
952	9.33
953	7.56
954	7.11
955	8.67
956	10.00
957	12.00
958	7.56
959	9.78
960	10.22
961	8.89
962	7.33
963	12.00
964	13.78
965	10.67
966	12.44
967	11.56
968	8.00
969	13.11
970	14.67
971	8.22
972	13.78
973	11.33
974	9.56
975	7.78
976	11.78
977	10.44
978	11.11
979	10.22
980	10.67
981	12.00
982	12.67
983	10.67
984	8.22
985	11.11
986	11.11
987	9.56
988	12.44
989	10.00
990	8.22
991	11.33
992	11.33
993	13.11
994	12.22
995	8.44
996	8.44
997	10.00
998	6.89
999	11.11
1000	12.89
