sim	reg_pct
1	14.55
2	1.82
3	12.73
4	0.00
5	10.91
6	10.91
7	0.00
8	12.73
9	0.00
10	0.00
11	4.55
12	2.73
13	0.00
14	0.00
15	10.91
16	11.82
17	1.82
18	17.27
19	0.00
20	8.18
21	0.00
22	12.73
23	3.64
24	0.91
25	15.45
26	0.00
27	0.00
28	4.55
29	0.00
30	3.64
31	6.36
32	6.36
33	10.00
34	2.73
35	4.55
36	0.00
37	9.09
38	6.36
39	0.00
40	13.64
41	7.27
42	11.82
43	6.36
44	4.55
45	10.91
46	0.00
47	0.00
48	7.27
49	11.82
50	1.82
51	0.00
52	2.73
53	4.55
54	20.00
55	4.55
56	0.00
57	9.09
58	2.73
59	16.36
60	10.00
61	4.55
62	11.82
63	0.00
64	10.91
65	4.55
66	6.36
67	0.00
68	0.00
69	23.64
70	2.73
71	0.00
72	13.64
73	0.00
74	0.00
75	0.00
76	0.00
77	0.00
78	5.45
79	0.00
80	8.18
81	6.36
82	5.45
83	11.82
84	2.73
85	7.27
86	13.64
87	0.00
88	18.18
89	5.45
90	10.00
91	5.45
92	7.27
93	0.00
94	0.00
95	0.91
96	9.09
97	6.36
98	0.00
99	0.00
100	7.27
